"Date","Price","Open","High","Low","Vol.","Change %"
"02/17/2021","16,939.86","16,924.93","16,968.47","16,829.14","","-0.29%"
"02/16/2021","16,989.62","16,817.95","17,008.28","16,682.35","","1.30%"
"02/15/2021","16,771.92","16,862.73","16,943.59","16,753.26","","0.34%"
"02/12/2021","16,714.69","16,771.92","16,844.07","16,483.31","","-0.52%"
"02/11/2021","16,801.78","16,924.93","16,924.93","16,776.90","","-0.58%"
"02/10/2021","16,900.05","16,657.47","16,926.18","16,615.17","","1.46%"
"02/09/2021","16,657.47","16,540.53","16,682.35","16,523.11","","1.10%"
"02/08/2021","16,475.84","16,343.98","16,492.01","16,322.83","","0.65%"
"02/05/2021","16,370.10","16,093.93","16,396.22","16,064.07","","2.63%"
"02/04/2021","15,950.86","15,899.86","16,029.24","15,850.10","","0.16%"
"02/03/2021","15,924.74","15,886.17","16,045.41","15,867.51","","-0.47%"
"02/02/2021","15,999.38","16,166.08","16,166.08","15,962.06","","-0.87%"
"02/01/2021","16,139.96","16,097.66","16,265.60","15,799.09","","0.83%"
"01/29/2021","16,006.84","15,999.38","16,284.26","15,877.47","","-0.85%"
"01/28/2021","16,143.69","16,110.10","16,294.21","15,958.33","","-0.15%"
"01/27/2021","16,167.32","16,433.54","16,463.40","16,081.49","","-2.60%"
"01/25/2021","16,599.00","16,610.20","16,694.79","16,437.28","","0.40%"
"01/22/2021","16,533.07","16,607.71","16,607.71","16,228.28","","-0.85%"
"01/21/2021","16,674.89","16,526.85","16,763.21","16,526.85","","0.90%"
"01/20/2021","16,526.85","16,515.00","16,569.87","16,362.86","","-0.14%"
"01/19/2021","16,550.54","16,461.75","16,693.10","16,309.19","","0.43%"
"01/18/2021","16,479.26","16,498.02","16,594.31","16,382.97","","0.38%"
"01/15/2021","16,416.74","16,624.32","16,636.83","16,194.14","","-1.46%"
"01/14/2021","16,659.33","16,094.10","16,689.35","16,012.82","","3.72%"
"01/13/2021","16,061.59","16,281.68","16,281.68","15,930.29","","-0.24%"
"01/12/2021","16,100.36","15,854.00","16,144.12","15,800.23","","2.46%"
"01/11/2021","15,713.95","16,106.61","16,106.61","15,611.40","","-2.77%"
"01/08/2021","16,161.63","16,481.76","16,525.53","16,110.36","","-2.78%"
"01/07/2021","16,624.32","16,444.25","16,681.84","16,304.19","","2.21%"
"01/06/2021","16,265.42","16,121.61","16,389.22","16,102.86","","0.28%"
"01/05/2021","16,220.40","16,054.09","16,231.66","15,950.29","","2.19%"
"01/04/2021","15,872.76","15,331.29","15,931.54","15,331.29","","4.59%"
